station_name,station_number,lat,lon,elev_m,utc_offset,koeppen,climate_region,tract_geoid10,urbanicity,cbsa_code,cbsa_name,lsad10
CA_LOMPOC(AWOS),722895,34.667,-120.467,26,-8,None,Marine,06083002802,lower density urban,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",M1
CA_LONG-BEACH-DAUGHERTY-FLD,722970,33.812,-118.146,9,-8,None,Hot-Dry & Mixed Dry,06037980018,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_LOS-ALAMITOS-AAF,722975,33.79,-118.052,10,-8,None,Hot-Dry & Mixed Dry,06059110015,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_LOS-ANGELES-IAP,722950,33.938,-118.389,29,-8,None,Hot-Dry & Mixed Dry,06037980028,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_MADERA-MUNI,745046,36.988,-120.111,77,-8,None,Hot-Dry & Mixed Dry,06039000503,suburban/small town,31460,"Madera-Chowchilla, CA Metro Area",M1
CA_MAMMOTH-YOSEMITE-AP,723894,37.633,-118.85,2172,-8,None,Cold & Very Cold,06051000101,rural,,,
CA_MCCLELLAN-AFB,724836,38.667,-121.4,23,-8,None,Hot-Dry & Mixed Dry,06067007301,lower density urban,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_MERCED-CASTLE-AFB,724810,37.383,-120.567,58,-8,None,Hot-Dry & Mixed Dry,06047000503,suburban/small town,32900,"Merced, CA Metro Area",M1
CA_MERCED-MUNI-MACREADY-FIELD,724815,37.285,-120.513,46,-8,None,Hot-Dry & Mixed Dry,06047001501,lower density urban,32900,"Merced, CA Metro Area",M1
CA_MIRAMAR-MCAS,722931,32.867,-117.133,145,-8,None,Hot-Dry & Mixed Dry,06073009400,suburban/small town,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_MODESTO-CITY-CO-AP,724926,37.624,-120.951,22,-8,None,Hot-Dry & Mixed Dry,06099002100,lower density urban,33700,"Modesto, CA Metro Area",M1
CA_MOJAVE,722953,35.067,-118.15,849,-8,None,Hot-Dry & Mixed Dry,06029005900,rural,12540,"Bakersfield-Delano, CA Metro Area",M1
CA_MONTAGUE-SISKIYOU-CO-AP,725955,41.781,-122.468,808,-8,None,Cold & Very Cold,06093000300,rural,,,
CA_MONTEREY-PENINSULA,724915,36.588,-121.845,50,-8,None,Marine,06053013300,lower density urban,41500,"Salinas, CA Metro Area",M1
CA_MOUNT-SHASTA,725957,41.333,-122.333,1077,-8,None,Cold & Very Cold,06093001000,rural,,,
CA_MOUNTAIN-VIEW-MOFFETT-FLD,745090,37.406,-122.048,11,-8,None,Marine,06085504700,suburban/small town,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",M1
CA_NAPA-CO,724955,38.21,-122.285,4,-8,None,Marine,06055201005,suburban/small town,34900,"Napa, CA Metro Area",M1
CA_NEEDLES-AP,723805,34.768,-114.619,271,-8,None,Hot-Dry & Mixed Dry,06071025100,rural,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_NEVADA-CO-AIR-PARK,749486,39.224,-121.003,961,-8,None,Cold & Very Cold,06057000701,rural,46020,"Truckee-Grass Valley, CA Micro Area",M2
CA_OAKLAND-METRO-AP,724930,37.721,-122.221,1,-8,None,Marine,06001409000,suburban/small town,41860,"San Francisco-Oakland-Fremont, CA Metro Area",M1
CA_OCEANSIDE-MUNI-AP,722934,33.219,-117.349,8,-8,None,Hot-Dry & Mixed Dry,06073018603,lower density urban,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_ONTARIO-IAP,747040,34.056,-117.6,289,-8,None,Hot-Dry & Mixed Dry,06071001600,lower density urban,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_OROVILLE,745048,39.49,-121.618,57,-8,None,Hot-Dry & Mixed Dry,06007003700,rural,17020,"Chico, CA Metro Area",M1
CA_OXNARD-AP,723927,34.201,-119.207,11,-8,None,Marine,06111002905,suburban/small town,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",M1
CA_PALM-SPRINGS-THERMAL-AP,747187,33.627,-116.159,-36,-8,None,Hot-Dry & Mixed Dry,06065045609,suburban/small town,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_PALMDALE-AP,723820,34.629,-118.084,769,-8,None,Hot-Dry & Mixed Dry,06037980004,rural,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_PALO-ALTO-AP,724937,37.467,-122.117,2,-8,None,Marine,06081611800,lower density urban,41860,"San Francisco-Oakland-Fremont, CA Metro Area",M1
CA_PASO-ROBLES-MUNI-AP,723965,35.67,-120.628,246,-8,None,Marine,06079010201,suburban/small town,42020,"San Luis Obispo-Paso Robles, CA Metro Area",M1
CA_PLACERVILLE-AP,720645,38.717,-120.75,787,-8,None,Hot-Dry & Mixed Dry,06017031200,suburban/small town,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_POINT-MUGU-NF,723910,34.117,-119.117,4,-8,None,Marine,06111004600,suburban/small town,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",M1
CA_PORTERVILLE(AWOS),723895,36.029,-119.063,134,-8,None,Hot-Dry & Mixed Dry,06107003400,rural,47300,"Visalia-Porterville, CA Metro Area",M1
CA_RAMONA,745056,33.038,-116.916,424,-8,None,Hot-Dry & Mixed Dry,06073020801,rural,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_RED-BLUFF-MUNI-AP,725910,40.152,-122.254,107,-8,None,Hot-Dry & Mixed Dry,06103000700,suburban/small town,39780,"Red Bluff, CA Micro Area",M2
CA_REDDING-MUNI-AP,725920,40.518,-122.299,151,-8,None,Hot-Dry & Mixed Dry,06089011500,suburban/small town,39820,"Redding, CA Metro Area",M1
CA_RIVERSIDE-MARCH-AFB,722860,33.9,-117.25,468,-8,None,Hot-Dry & Mixed Dry,06065046700,suburban/small town,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_RIVERSIDE-MUNI,722869,33.952,-117.439,245,-8,None,Hot-Dry & Mixed Dry,06065030900,lower density urban,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_ROHNERVILLE,749485,40.554,-124.133,119,-8,None,Marine,06023011000,suburban/small town,21700,"Eureka-Arcata-Fortuna, CA Micro Area",M2
CA_SACRAMENTO-MATHER-FL,724833,38.567,-121.3,30,-8,None,Hot-Dry & Mixed Dry,06067008801,suburban/small town,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_SACRAMENTO-METRO-AP,724839,38.696,-121.59,7,-8,None,Hot-Dry & Mixed Dry,06067007101,rural,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",M1
CA_SALINAS-MUNI-AP,725930,36.664,-121.608,22,-8,None,Marine,06053980000,rural,41500,"Salinas, CA Metro Area",M1
CA_SAN-BERNARDINO-IAP,722866,34.095,-117.235,353,-8,None,Hot-Dry & Mixed Dry,06071980100,rural,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_SAN-CARLOS-AP,724938,37.517,-122.25,1,-8,None,Marine,06081610304,lower density urban,41860,"San Francisco-Oakland-Fremont, CA Metro Area",M1
CA_SAN-CLEMENTE-IS-NAAS,722925,33.023,-118.588,55,-8,None,Hot-Dry & Mixed Dry,06037599100,rural,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_SAN-DIEGO-GILLESPIE,722907,32.826,-116.973,118,-8,None,Hot-Dry & Mixed Dry,06073016202,lower density urban,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_SAN-DIEGO-MONTGOMERY,722903,32.816,-117.139,127,-8,None,Hot-Dry & Mixed Dry,06073008511,suburban/small town,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_SAN-DIEGO-NORTH-ISLAND-NAS,722906,32.7,-117.2,7,-8,None,Hot-Dry & Mixed Dry,06073011300,lower density urban,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",M1
CA_SAN-JOSE-REID-HILLV,724946,37.333,-121.817,40,-8,None,Marine,06085503306,higher density urban,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",M1
CA_SAN-LUIS-CO-RGNL-AP,722897,35.237,-120.641,61,-8,None,Marine,06079011503,suburban/small town,42020,"San Luis Obispo-Paso Robles, CA Metro Area",M1
CA_SAN-NICHOLAS-ISLAND,722910,33.24,-119.458,153,-8,None,Marine,06111980000,rural,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",M1
CA_SANDBERG,723830,34.744,-118.724,1374,-8,None,Hot-Dry & Mixed Dry,06037901209,rural,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_SANTA-ANA-JOHN-WAYNE-AP,722977,33.68,-117.866,16,-8,None,Hot-Dry & Mixed Dry,06059062610,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_SANTA-BARBARA-MUNI-AP,723925,34.426,-119.843,2,-8,None,Marine,06083980000,lower density urban,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",M1
CA_SANTA-CATALINA-CATALINA-AP,722920,33.405,-118.416,488,-8,None,Hot-Dry & Mixed Dry,06037599100,rural,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_SANTA-MARIA-PUBLIC-AP,723940,34.899,-120.449,73,-8,None,Marine,06083002011,suburban/small town,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",M1
CA_SANTA-MONICA-MUNI,722885,34.016,-118.451,53,-8,None,Hot-Dry & Mixed Dry,06037702300,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_SANTA-ROSA(AWOS),724957,38.504,-122.81,34,-8,None,Marine,06097152702,suburban/small town,42220,"Santa Rosa-Petaluma, CA Metro Area",M1
CA_SANTA-YNEZ,723762,34.607,-120.076,204,-8,None,Marine,06083001906,rural,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",M1
CA_SOUTH-CO-AP-OF-SANTA-CLARA,749484,37.082,-121.597,86,-8,None,Marine,06085512402,rural,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",M1
CA_STOCKTON-METRO-AP,724920,37.889,-121.226,7,-8,None,Hot-Dry & Mixed Dry,06077003803,suburban/small town,44700,"Stockton, CA Metro Area",M1
CA_SUSANVILLE-MUNI,725837,40.376,-120.573,1264,-8,None,Cold & Very Cold,06035040302,rural,45000,"Susanville, CA Micro Area",M2
CA_TEHACHAPI-MUNI,749171,35.135,-118.439,1219,-8,None,Hot-Dry & Mixed Dry,06029006100,suburban/small town,12540,"Bakersfield-Delano, CA Metro Area",M1
CA_TORRANCE-MUNI-AP,722955,33.803,-118.34,29,-8,None,Hot-Dry & Mixed Dry,06037651101,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_TRUCKEE-TAHOE,725846,39.32,-120.139,1798,-8,None,Cold & Very Cold,06057001205,rural,46020,"Truckee-Grass Valley, CA Micro Area",M2
CA_TWENTYNINE-PALMS,690150,34.3,-116.167,625,-8,None,Hot-Dry & Mixed Dry,06071010402,rural,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",M1
CA_UKIAH-MUNI-AP,725905,39.126,-123.201,183,-8,None,Marine,06045011600,suburban/small town,46380,"Ukiah, CA Micro Area",M2
CA_USMC-MTN-WARFARE-TRAIN-CTR,720652,38.356,-119.519,2057,-8,None,Cold & Very Cold,06051000102,rural,,,
CA_VACAVILLE-NUT-TREE,724828,38.378,-121.958,33,-8,None,Hot-Dry & Mixed Dry,06095252904,suburban/small town,46700,"Vallejo-Fairfield, CA Metro Area",M1
CA_VAN-NUYS-AP,722886,34.21,-118.489,234,-8,None,Hot-Dry & Mixed Dry,06037980008,lower density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_VANDENBERG-AFB,723930,34.717,-120.567,112,-8,None,Marine,06083002606,rural,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",M1
CA_VISALIA-MUNI(AWOS),723896,36.317,-119.4,89,-8,None,Hot-Dry & Mixed Dry,06107002006,suburban/small town,47300,"Visalia-Porterville, CA Metro Area",M1
CA_WATSONVILLE,745058,36.936,-121.789,48,-8,None,Marine,06087110700,lower density urban,42100,"Santa Cruz-Watsonville, CA Metro Area",M1
CA_WHITEMAN-AP,745057,34.259,-118.413,305,-8,None,Hot-Dry & Mixed Dry,06037104704,higher density urban,31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",M1
CA_YUBA-CO,724838,39.102,-121.568,18,-8,None,Hot-Dry & Mixed Dry,06115040400,suburban/small town,49700,"Yuba City, CA Metro Area",M1
CO_AKRON-WASHINGTON-CO-AP,724698,40.174,-103.215,1428,-7,BSk,Cold & Very Cold,08121924200,rural,,,
CO_ALAMOSA-SAN-LUIS-VAL-RGNL-,724620,37.439,-105.862,2297,-7,BSk,Cold & Very Cold,08003960300,rural,,,
CO_ASPEN-PITKIN-CO-SAR,724676,39.23,-106.871,2339,-7,Dfc,Cold & Very Cold,08097000500,rural,,,
CO_BALD-MTN-COTTONWOOD-PASS,726391,38.783,-106.217,2995,-7,Dfc,Cold & Very Cold,08015000401,rural,,,
CO_BERTHOUD-PASS,720385,39.8,-105.766,4113,-7,Dfc,Cold & Very Cold,08049000202,rural,,,
CO_BLAKE-FIELD-DELTA,720531,38.783,-108.067,1583,-7,BSk,Cold & Very Cold,08029964800,rural,,,
CO_BOULDER-MUNI-AP,720533,40.033,-105.217,1612,-7,BSk,Cold & Very Cold,08013012707,suburban/small town,14500,"Boulder, CO Metro Area",M1
CO_BROOMFIELD-JEFFCO,724699,39.9,-105.117,1705,-7,Dfb,Cold & Very Cold,08059060500,suburban/small town,19740,"Denver-Aurora-Broomfield, CO Metro Area",M1
CO_BURLINGTON,724689,39.241,-102.282,1278,-7,BSk,Cold & Very Cold,08063962100,rural,,,
CO_CENTRAL-COLORADO-RGNL-AP,720528,38.698,-106.07,2421,-7,Dfc,Cold & Very Cold,08015000300,rural,,,
CO_COLORADO-SPRINGS-MUNI-AP,724660,38.809,-104.689,1884,-7,BSk,Cold & Very Cold,08041004008,suburban/small town,17820,"Colorado Springs, CO Metro Area",M1
CO_COPPER-MOUNTAIN-RE,722061,39.467,-106.15,3680,-7,Dfc,Cold & Very Cold,08117000300,rural,43540,"Silverthorne, CO Micro Area",M2
CO_CORTEZ-MONTEZUMA-CO,724767,37.307,-108.626,1799,-7,BSk,Cold & Very Cold,08083969600,rural,,,
CO_CRAIG-MOFFAT,725700,40.493,-107.524,1884,-7,Dfb,Cold & Very Cold,08081000300,rural,,,
CO_DENVER-CENTENNIAL,724666,39.56,-104.848,1789,-7,BSk,Cold & Very Cold,08035014001,suburban/small town,19740,"Denver-Aurora-Broomfield, CO Metro Area",M1
CO_DENVER-IAP,725650,39.847,-104.656,1647,-7,BSk,Cold & Very Cold,08031980000,suburban/small town,19740,"Denver-Aurora-Broomfield, CO Metro Area",M1
CO_DURANGO-LA-PLATA-CO,724625,37.143,-107.76,2020,-7,Dfb,Cold & Very Cold,08067940400,rural,20420,"Durango, CO Micro Area",M2
CO_EAGLE-CO-AP,724675,39.65,-106.917,1980,-7,Dfc,Cold & Very Cold,08037000200,rural,20780,"Edwards, CO Micro Area",M2
CO_ELBERT-MTN-MONUMENT,722155,39.217,-104.633,2151,-7,BSk,Cold & Very Cold,08039961209,rural,19740,"Denver-Aurora-Broomfield, CO Metro Area",M1
CO_ELLICOTT-B-AFA,722817,38.767,-104.3,1837,-7,BSk,Cold & Very Cold,08041004602,rural,17820,"Colorado Springs, CO Metro Area",M1
CO_ERIE-MUNI-AP,720534,40.017,-105.05,1564,-7,BSk,Cold & Very Cold,08123002007,suburban/small town,24540,"Greeley, CO Metro Area",M1
CO_FORT-CARSON-BUTTS-AAF,724680,38.678,-104.757,1779,-7,BSk,Cold & Very Cold,08041004403,rural,17820,"Colorado Springs, CO Metro Area",M1
CO_FORT-COLLINS-LOVELAND-AP,724769,40.45,-105.017,1528,-7,BSk,Cold & Very Cold,08069001709,suburban/small town,22660,"Fort Collins-Loveland, CO Metro Area",M1
CO_FORT-MORGAN-MUNI-AP,720535,40.333,-103.8,1393,-7,BSk,Cold & Very Cold,08087000100,rural,22820,"Fort Morgan, CO Micro Area",M2
CO_GRANBY-GRAND-CO,720536,40.09,-105.917,2500,-7,BSk,Cold & Very Cold,08049000201,rural,,,
CO_GRAND-JUNCTION-WALKER-FLD,724760,39.134,-108.541,1470,-7,BSk,Cold & Very Cold,08077001600,suburban/small town,24300,"Grand Junction, CO Metro Area",M1
CO_GREELEY-WELD-CO,724768,40.436,-104.632,1431,-7,BSk,Cold & Very Cold,08123000705,suburban/small town,24540,"Greeley, CO Metro Area",M1
CO_GUNNISON-CO(AWOS),724677,38.533,-106.933,2336,-7,Dfc,Cold & Very Cold,08051963700,suburban/small town,,,
CO_HARRIET-ALEXANDER-FLD-AP,720532,38.533,-106.05,2294,-7,Dfc,Cold & Very Cold,08015000300,rural,,,
CO_HOLYOKE,720537,40.567,-102.267,1137,-7,BSk,Cold & Very Cold,08095967600,rural,,,
CO_HOPKINS-FIELD-AP,720529,38.239,-108.563,1810,-7,BSk,Cold & Very Cold,08085966100,rural,33940,"Montrose, CO Micro Area",M2
CO_JULIET-(PEETZ),720987,40.967,-103.2,1380,-7,BSk,Cold & Very Cold,08075965900,rural,44540,"Sterling, CO Micro Area",M2
CO_LA-JUNTA-MUNI-AP,724635,38.049,-103.513,1278,-7,BSk,Hot-Dry & Mixed Dry,08089968500,rural,,,
CO_LA-VETA-MOUNTAIN-PAS,740002,37.5,-105.167,3114,-7,Dfb,Cold & Very Cold,08055960900,rural,,,
CO_LAKE-CO_LEADVILLE,724673,39.228,-106.316,3030,-7,Dfc,Cold & Very Cold,08065961700,rural,20780,"Edwards, CO Micro Area",M2
CO_LAMAR-MUNI-AP,724636,38.072,-102.687,1124,-7,BSk,Cold & Very Cold,08099000700,rural,,,
CO_LIMA-(GROVER),720989,40.917,-103.7,1518,-7,BSk,Cold & Very Cold,08123002501,rural,24540,"Greeley, CO Metro Area",M1
CO_LIMON,724665,39.273,-103.667,1633,-7,BSk,Cold & Very Cold,08073961700,rural,,,
CO_MEADOW-LAKE,720852,38.946,-104.57,2095,-7,BSk,Cold & Very Cold,08041005104,suburban/small town,17820,"Colorado Springs, CO Metro Area",M1
CO_MEEKER,724674,40.044,-107.888,1940,-7,Dfb,Cold & Very Cold,08103951100,rural,,,
CO_MIKE-(HAXTUN),720991,40.7,-103.483,1336,-7,BSk,Cold & Very Cold,08075966000,rural,44540,"Sterling, CO Micro Area",M2
CO_MONTROSE-RGNL-AP,724765,38.505,-107.898,1739,-7,Dfb,Cold & Very Cold,08085966300,suburban/small town,33940,"Montrose, CO Micro Area",M2
CO_NOVEMBER-(GROVER),720992,40.633,-103.833,1459,-7,BSk,Cold & Very Cold,08123002501,rural,24540,"Greeley, CO Metro Area",M1
CO_OSCAR-GROVER,720993,40.883,-104.0,1649,-7,BSk,Cold & Very Cold,08123002501,rural,24540,"Greeley, CO Metro Area",M1
CO_PAGOSA-SPRINGS-WOL,722101,37.45,-106.8,3593,-7,Dfc,Cold & Very Cold,08079973600,rural,,,
CO_PUEBLO-MEM-AP,724640,38.289,-104.506,1424,-7,BSk,Cold & Very Cold,08101003600,suburban/small town,39380,"Pueblo, CO Metro Area",M1
CO_RIFLE-GARFIELD-RGNL-AP,725717,39.528,-107.72,1684,-7,Dfb,Cold & Very Cold,08045952002,rural,,,
CO_SAGUACHE-MUNCICIPAL,722333,38.097,-106.169,2385,-7,Dfc,Cold & Very Cold,08109977600,rural,,,
CO_SALIDA-MTN-MONARCH-P,722203,38.483,-106.317,3667,-7,Dfc,Cold & Very Cold,08051963600,rural,,,
CO_SPANISH-PEAKS,720844,37.697,-104.785,1844,-7,Csb,Cold & Very Cold,08055960900,rural,,,
CO_SPRINGFIELD-COMANCHE,724646,37.283,-102.614,1337,-7,BSk,Hot-Dry & Mixed Dry,08009964700,rural,,,
CO_STEAMBOAT-SPRINGS-ADAMS-FL,724678,40.517,-106.867,2096,-7,Dfc,Cold & Very Cold,08107000400,rural,,,
CO_STERLING-MUNI-AP,720544,40.617,-103.267,1231,-7,BSk,Cold & Very Cold,08075966100,rural,44540,"Sterling, CO Micro Area",M2
CO_STEVENS-FIELD,720539,37.283,-107.05,2335,-7,Dfb,Cold & Very Cold,08007974400,rural,,,
CO_SUNLIGHT,726392,39.433,-107.383,3232,-7,Dfc,Cold & Very Cold,08045951902,rural,,,
CO_TELLURIDE-RGNL-AP,724627,37.95,-107.9,2770,-7,Dfc,Cold & Very Cold,08113968103,rural,,,
CO_TRINIDAD-LAS-ANIMAS-CO-AP,724645,37.262,-104.332,1749,-7,BSk,Hot-Dry & Mixed Dry,08071000800,rural,,,
CO_USAF-ACADEMY,745310,38.967,-104.817,2003,-7,BSk,Cold & Very Cold,08041003802,rural,17820,"Colorado Springs, CO Metro Area",M1
CO_VANCE-BRAND-AP,720538,40.167,-105.167,1541,-7,BSk,Cold & Very Cold,08013013213,suburban/small town,14500,"Boulder, CO Metro Area",M1
CO_WILKERSON-PASS,726396,39.05,-105.516,3438,-7,Dfc,Cold & Very Cold,08093000400,rural,19740,"Denver-Aurora-Broomfield, CO Metro Area",M1
CO_YAMPA-VALLEY-AP,725710,40.481,-107.218,2011,-7,Dfc,Cold & Very Cold,08107000200,rural,,,
CT_BRIDGEPORT-SIKORSKY-MEM,725040,41.164,-73.127,1,-5,Cfa,Cold & Very Cold,09001080500,lower density urban,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",M1
CT_CHESTER-AP,720545,41.384,-72.506,127,-5,Cfa,Cold & Very Cold,09007600100,suburban/small town,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",M1
CT_DANBURY-MUNI-AP,725086,41.372,-73.483,138,-5,Cfa,Cold & Very Cold,09001210500,suburban/small town,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",M1
CT_GROTON-NEW-LONDON-AP,725046,41.328,-72.049,2,-5,Cfb,Cold & Very Cold,09011702700,suburban/small town,35980,"Norwich-New London, CT Metro Area",M1
CT_HARTFORD-BRADLEY-IAP,725080,41.937,-72.682,51,-5,Dfa,Cold & Very Cold,09003980000,rural,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",M1
FL_FT-LAUD-HOLLYWOOD-IAP,747830,26.079,-80.162,1,-5,Am,Hot-Humid,12011080200,lower density urban,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1
FL_JACKSONVILLE-NAS,722065,30.233,-81.667,6,-5,Cfa,Hot-Humid,12031013200,lower density urban,27260,"Jacksonville, FL Metro Area",M1
FL_KEY-WEST-IAP,722010,24.557,-81.755,0,-5,Aw,Hot-Humid,12087972000,suburban/small town,28580,"Key West, FL Micro Area",M2
FL_MIAMI-IAP,722020,25.788,-80.317,1,-5,Am,Hot-Humid,12086980500,lower density urban,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1
FL_ORLANDO-EXECUTIVE-AP,722053,28.547,-81.335,31,-5,Cfa,Hot-Humid,12095018400,lower density urban,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",M1
FL_PENSACOLA-RGNL-AP,722223,30.478,-87.187,34,-6,Cfa,Hot-Humid,12033001101,lower density urban,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",M1
FL_PETER-O-KNIGHT-MUNI,720374,27.916,-82.449,2,-5,Cfa,Hot-Humid,12057005401,lower density urban,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",M1
FL_WEST-PALM-BEACH-IAP,722030,26.685,-80.099,3,-5,Af,Hot-Humid,12099980500,lower density urban,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1
GA_FULTON-CO-AP-BROW,722195,33.778,-84.525,245,-5,Cfa,Mixed-Humid,13121008202,lower density urban,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",M1
GA_HUNTER-AAF,747804,32.017,-81.133,12,-5,Cfa,Hot-Humid,13051004300,suburban/small town,42340,"Savannah, GA Metro Area",M1
IA_CEDAR-RAPIDS-MUNI-AP,725450,41.883,-91.725,256,-6,Dfa,Cold & Very Cold,19113010700,suburban/small town,16300,"Cedar Rapids, IA Metro Area",M1
IA_DES-MOINES-IAP,725460,41.534,-93.653,286,-6,Dfa,Cold & Very Cold,19153011600,lower density urban,19780,"Des Moines-West Des Moines, IA Metro Area",M1
ID_BOISE-AIR-TERMINAL,726810,43.567,-116.241,860,-7,Csb,Cold & Very Cold,16001002100,suburban/small town,14260,"Boise City-Nampa, ID Metro Area",M1
IL_CAHOKIA-ST-LOUIS,725314,38.564,-90.149,123,-6,Cfa,Mixed-Humid,17163502603,suburban/small town,41180,"St. Louis, MO-IL Metro Area",M1
IL_CHICAGO-MIDWAY-AP,725340,41.784,-87.755,185,-6,Dfa,Cold & Very Cold,17031980100,lower density urban,16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",M1
IL_SPRINGFIELD-CAPITAL-AP,724390,39.845,-89.684,179,-6,Dfa,Cold & Very Cold,17167000100,suburban/small town,44100,"Springfield, IL Metro Area",M1
IN_FORT-WAYNE-IAP,725330,40.972,-85.206,243,-5,Dfa,Cold & Very Cold,18003011702,suburban/small town,23060,"Fort Wayne, IN Metro Area",M1
IN_INDIANAPOLIS-IAP,724380,39.725,-86.282,241,-5,Cfa,Cold & Very Cold,18097390800,suburban/small town,26900,"Indianapolis-Carmel, IN Metro Area",M1
KS_MC-CONNELL-AFB,724505,37.617,-97.267,417,-6,Cfa,Mixed-Humid,20173006600,suburban/small town,48620,"Wichita, KS Metro Area",M1
KS_TOPEKA-MUNI-AP,724560,39.072,-95.626,268,-6,Cfa,Mixed-Humid,20177000900,suburban/small town,45820,"Topeka, KS Metro Area",M1
KY_LEXINGTON-BLUEGRASS-AP,724220,38.034,-84.611,293,-5,Cfa,Mixed-Humid,21067004207,suburban/small town,30460,"Lexington-Fayette, KY Metro Area",M1
KY_LOUISVILLE-BOWMAN-FIELD,724235,38.23,-85.663,164,-5,Cfa,Mixed-Humid,21111008700,lower density urban,31140,"Louisville/Jefferson County, KY-IN Metro Area",M1
LA_BATON-ROUGE-METRO-R,722320,30.538,-91.147,20,-6,Cfa,Hot-Humid,22033980000,lower density urban,12940,"Baton Rouge, LA Metro Area",M1
LA_NEW-ORLEANS-LAKEFRONT-AP,722315,30.049,-90.029,0,-6,Cfa,Hot-Humid,22071001724,lower density urban,35380,"New Orleans-Metairie-Kenner, LA Metro Area",M1
MA_BOSTON-LOGAN-IAP,725090,42.361,-71.01,3,-5,Dfa,Cold & Very Cold,25025981300,lower density urban,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",M1
MA_WORCESTER-RGNL-AP,725100,42.271,-71.873,305,-5,Dfb,Cold & Very Cold,25027730700,lower density urban,49340,"Worcester, MA Metro Area",M1
MD_BALTIMORE-BLT-WASHNGTN-IAP,724060,39.173,-76.684,42,-5,Cfa,Mixed-Humid,24003980000,lower density urban,12580,"Baltimore-Towson, MD Metro Area",M1
ME_AUGUSTA-AP,726185,44.316,-69.797,106,-5,Dfb,Cold & Very Cold,23011010300,suburban/small town,12300,"Augusta-Waterville, ME Micro Area",M2
CT_MERIDEN-MARKHAM-MUNI,725027,41.51,-72.828,29,-5,Dfa,Cold & Very Cold,09009175700,lower density urban,35300,"New Haven-Milford, CT Metro Area",M1
