station_number,station_name,year,expected_hours,present_hours,coverage_fraction,hourly_weather_qc_status,source
731405,Hot-Humid LDU Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731406,Hot-Humid LDU Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731407,Hot-Humid LDU Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731408,Hot-Humid LDU Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731409,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731410,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731411,Hot-Humid LDU Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731412,Hot-Humid LDU Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731413,Hot-Humid LDU Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731414,Hot-Humid LDU Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731415,Hot-Humid LDU Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731416,Hot-Humid LDU Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731417,Hot-Humid LDU Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731418,Hot-Humid LDU Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731419,Hot-Humid LDU Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731420,Hot-Humid LDU Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731421,Hot-Humid LDU Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731422,Hot-Humid LDU Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731423,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731424,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731425,Hot-Humid LDU Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731426,Hot-Humid LDU Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731427,Hot-Humid LDU Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731428,Hot-Humid LDU Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731429,Hot-Humid LDU Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731430,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731431,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731432,Hot-Humid LDU Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731433,Hot-Humid LDU Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731434,Hot-Humid LDU Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731435,Hot-Humid LDU Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731436,Hot-Humid LDU Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731437,Hot-Humid LDU Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731438,Hot-Humid LDU Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731439,Hot-Humid LDU Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731440,Hot-Humid LDU Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731441,Hot-Humid LDU Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731442,Hot-Humid LDU Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731443,Hot-Humid LDU Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731444,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731445,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731446,Hot-Humid LDU Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731447,Hot-Humid LDU Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731448,Hot-Humid LDU Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731449,Hot-Humid LDU Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731450,Hot-Humid LDU Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731451,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731452,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731453,Hot-Humid LDU Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731454,Hot-Humid LDU Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731455,Hot-Humid LDU Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731456,Hot-Humid LDU Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731457,Hot-Humid LDU Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731458,Hot-Humid LDU Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731459,Hot-Humid LDU Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731460,Hot-Humid LDU Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731461,Hot-Humid LDU Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731462,Hot-Humid LDU Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731463,Hot-Humid LDU Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731464,Hot-Humid LDU Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731465,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731466,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731467,Hot-Humid LDU Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731468,Hot-Humid LDU Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731469,Hot-Humid LDU Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731470,Hot-Humid LDU Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731471,Hot-Humid LDU Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731472,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731473,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731474,Hot-Humid LDU Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731475,Hot-Humid LDU Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731476,Hot-Humid LDU Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731477,Hot-Humid LDU Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731478,Hot-Humid LDU Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731479,Hot-Humid LDU Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731480,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731481,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731482,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731483,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731484,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731485,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731486,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731487,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731488,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731489,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731490,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731491,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731492,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731493,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731494,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731495,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731496,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731497,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731498,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731499,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731500,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731501,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731502,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731503,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731504,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731505,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731506,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731507,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731508,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731509,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731510,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731511,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731512,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731513,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731514,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731515,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731516,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731517,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731518,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731519,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731520,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731521,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731522,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731523,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731524,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731525,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731526,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731527,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731528,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731529,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731530,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731531,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731532,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731533,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731534,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731535,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731536,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731537,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731538,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731539,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731540,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731541,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731542,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731543,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731544,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731545,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731546,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731547,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731548,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731549,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731550,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731551,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731552,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731553,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731554,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731555,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731556,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731557,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731558,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731559,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731560,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731561,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731562,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731563,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731564,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731565,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731566,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731567,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731568,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731569,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731570,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731571,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731572,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731573,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731574,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731575,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731576,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731577,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731578,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731579,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731580,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731581,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731582,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731583,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731584,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731585,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731586,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731587,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731588,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731589,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731590,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731591,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731592,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731593,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731594,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731595,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731596,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731597,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731598,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731599,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731600,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731601,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731602,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731603,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731604,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731605,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731606,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731607,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731608,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731609,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731610,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731611,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731612,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731613,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731614,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731615,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731616,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731617,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731618,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731619,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731620,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731621,Hot-Humid Suburban Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731622,Hot-Humid Suburban Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731623,Hot-Humid Suburban Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731624,Hot-Humid Suburban Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731625,Hot-Humid Suburban Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731626,Hot-Humid Suburban Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731627,Hot-Humid Suburban Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731628,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731629,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731630,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731631,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731632,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731633,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731634,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731635,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731636,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731637,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731638,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731639,Hot-Humid Rural Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731640,Hot-Humid Rural Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731641,Hot-Humid Rural Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731642,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731643,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731644,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731645,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731646,Hot-Humid Rural Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731647,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731648,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731649,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731650,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731651,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731652,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731653,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731654,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731655,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731656,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731657,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731658,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731659,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731660,Hot-Humid Rural Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731661,Hot-Humid Rural Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731662,Hot-Humid Rural Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731663,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731664,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731665,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731666,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731667,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731668,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731669,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731670,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731671,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731672,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731673,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731674,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731675,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731676,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731677,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731678,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731679,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731680,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
